打开QQ音乐 | com.tencent.qqmusic
给郭培培发送QQ消息 | com.tencent.mobileqq
和郭培培QQ语音 | com.tencent.mobileqq
QQ空间 | com.tencent.mobileqq
QQ钱包 | com.tencent.mobileqq
QQ创建群 | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
微信扫一扫 | com.tencent.mm
打开王者荣耀 | com.tencent.tmgp.sgame
发微博 | com.sina.weibo
微博发图片 | com.sina.weibo
发微博手机号 | com.sina.weibo
打开淘宝 | com.taobao.taobao
发微博说你好 | com.sina.weibo
打开天猫 | com.tmall.wireless
查看我的微博粉丝 | com.sina.weibo
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
打开微信 | com.tencent.mm
使用支付宝扫一扫 | com.eg.android.AlipayGphone
使用中支付宝收款 | com.eg.android.AlipayGphone
使用支付宝付款 | com.eg.android.AlipayGphone
打开QQ | com.tencent.mobileqq
我要看电影速度与激与激情 | com.letv.android.client
我要看电影播放速度与激情 | com.letv.android.client
更换字体 | com.letv.android.themestore
红设置字体 | com.letv.android.themestore
支付宝二维码收款 | com.eg.android.AlipayGphone
更换主题 | com.letv.android.themestore
设置主题 | com.letv.android.themestore
更换壁纸 | com.letv.android.wallpaperonline
清理后台 | com.letv.android.supermanager
查看微信下载文件 | com.letv.android.filemanager
查看微信下载文件 | com.letv.android.filemanager
查看微信微信下载文件 | com.letv.android.filemanager
天气预报 | sina.mobile.tianqitongletv
我要反馈 | com.letv.android.bugreporter
我要反馈速度很慢 | com.letv.android.bugreporter
给小明发信息 | com.tencent.mm
微信扫一扫 | com.tencent.mm
QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
用微信给金文发红包 | com.tencent.mm
用微信给金文发红包 | com.tencent.mm
用微信给金文发五十元红包 | com.tencent.mm
给金文发条短信让他回来吃饭 | com.tencent.mm
我要查看照片 | com.android.gallery3d
用QQ音乐放一首林忆莲的歌 | com.tencent.qqmusic
打开QQ | com.tencent.mobileqq
打开相机 | com.android.camera2
打开QQ | com.tencent.mobileqq
QQ | com.tencent.mobileqq
打开UC浏览器 | com.UCMobile
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开相机 | com.android.camera2
我要反馈反应速度很慢 | com.letv.android.bugreporter
十三点开会 | com.letv.android.client
我在哪 | com.baidu.BaiduMap
十三点开会 | com.letv.android.client
微信说发红包都第一个抢 | com.tencent.mm
清理后台 | com.letv.android.supermanager
我要拍照片 | com.android.camera2
打开高德地图 | com.autonavi.minimap
我在哪 | com.baidu.BaiduMap
打开相机 | com.android.camera2
打开携程 | ctrip.android.view
我在哪儿 | com.baidu.BaiduMap
我在哪儿 | com.baidu.BaiduMap
打开QQ | com.tencent.mobileqq
打开携程 | ctrip.android.view
手机话费充值 | com.tencent.mm
微信扫一扫 | com.tencent.mm
看看我的微博粉丝 | com.sina.weibo
我要听歌 | com.android.music
打开微信 | com.tencent.mm
微信朋友圈 | com.tencent.mm
打开陌陌 | com.immomo.momo
天天酷跑 | com.tencent.pao
打开腾讯新闻 | com.tencent.news
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开日历 | com.android.calendar
打开腾讯导航 | com.autonavi.xmgd.navigator
播放电台 | com.android.music
打开手机里的腾讯地图 | com.tencent.map
打开淘宝 | com.taobao.taobao
微信扫一扫 | com.tencent.mm
播放歌曲 | com.android.music
打开饿了么 | me.ele
打开应用商店 | com.letv.app.appstore
微信扫一扫 | com.tencent.mm
播放音乐 | com.android.music
打开QQ | com.tencent.mobileqq
微信二维码付款 | com.tencent.mm
微信扫一扫 | com.tencent.mm
微信朋友圈 | com.tencent.mm
打开腾讯体育 | com.tencent.qqsports
阿打开桌面 | com.letv.android.themestore
打开地图 | com.baidu.BaiduMap
微信朋友圈 | com.tencent.mm
手机切换为英文 | com.android.settings
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开腾讯视频 | com.tencent.qqlive
继续观看医馆笑传第二季 | com.letv.android.client
QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开音乐 | com.android.music
打开微信 | com.tencent.mm
查看淘宝物流 | com.taobao.taobao
乐视 | com.letv.android.client
打开支付宝 | com.eg.android.AlipayGphone
打开汽车报价大全 | com.yiche.price
微信二维码付款 | com.tencent.mm
微信二维码付款 | com.tencent.mm
微信朋友圈 | com.tencent.mm
今天天气怎么样 | sina.mobile.tianqitongletv
打开微信 | com.tencent.mm
打开乐视 | com.letv.android.client
百度搜索天猫 | com.tmall.wireless
给张旭发QQ | com.tencent.mobileqq
给张旭发QQ | com.tencent.mobileqq
给刘昌旭发QQ | com.tencent.mobileqq
我想看厉害了我那个 | com.letv.android.client
打开音乐 | com.android.music
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
设置 | com.android.settings
微信 | com.tencent.mm
信息 | com.android.mms
乐视视频 | com.letv.android.client
打开微信 | com.tencent.mm
播放新建播放列表的音乐 | com.android.music
播放新建播放列表的音乐 | com.android.music
播放新建播放列表的音乐 | com.android.music
微信二维码付款 | com.tencent.mm
打开支付宝 | com.eg.android.AlipayGphone
打开导航 | com.autonavi.xmgd.navigator
打开百度导航 | com.baidu.navi
打开高德地图 | com.autonavi.minimap
打开浏览器 | com.android.browser
播放歌曲 | com.android.music
打开音乐 | com.android.music
播放小鸡特工 | com.letv.android.client
打开壁纸 | com.letv.android.wallpaperonline
今天多少度 | sina.mobile.tianqitongletv
打开短信 | com.android.mms
多少度 | sina.mobile.tianqitongletv
打车回家 | com.yongche.android
打车去公司 | com.yongche.android
拨号 | com.android.dialer
天气 | sina.mobile.tianqitongletv
打开音乐 | com.android.music
打开图库 | com.android.gallery3d
嗯打车回家 | com.yongche.android
打车回家 | com.yongche.android
打开斗鱼TV | air.tv.douyu.android
打车回家 | com.yongche.android
设置字体大小 | com.android.settings
打开京东商城 | com.jingdong.app.mall
查看电池状况 | com.android.settings
查看电池状况 | com.android.settings
打开VPN | com.android.settings
关闭vpn | com.android.settings
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开短信 | com.android.mms
拍摄照片 | com.android.camera2
打开QQ视频 | com.tencent.mobileqq
打开腾讯视频 | com.tencent.qqlive
打车回家 | com.yongche.android
打车回家 | com.yongche.android
打车回家 | com.yongche.android
微信扫一扫 | com.tencent.mm
打开腾讯QQ | com.tencent.mobileqq
切换成英文 | com.android.settings
切换语言为英文 | com.android.settings
切换搜狗输入法 | com.android.settings
打开微信 | com.tencent.mm
打开淘宝 | com.taobao.taobao
打开闹钟 | com.android.deskclock
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
打开浏览器 | com.android.browser
切换成英文 | com.android.settings
微信朋友圈 | com.tencent.mm
微信朋友圈 | com.tencent.mm
嗯切换语言到英文 | com.android.settings
播放音乐 | com.android.music
播放朋友 | com.letv.android.client
播放周华健 | com.letv.android.client
播放周华健的朋友 | com.letv.android.client
播放成都 | com.letv.android.client
播放排行榜的歌曲 | com.letv.android.client
播放排行榜的音乐 | com.android.music
播放排行榜的歌曲 | com.letv.android.client
开始录音 | com.letv.android.recorder
帮我寄一个电话 | com.letv.android.note
看看体育新闻 | com.lesports.glivesports
查看英超直播 | com.letv.android.client
查看体育直播 | com.lesports.glivesports
帮我打开微信 | com.tencent.mm
帮我点开微信朋友圈 | com.tencent.mm
切换语言为中文 | com.android.settings
打开音乐 | com.android.music
播放朋友 | com.letv.android.client
打开QQ | com.tencent.mobileqq
加好友QQ加好友 | com.tencent.mobileqq
开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开管家 | com.letv.android.supermanager
打开支付宝扫一扫 | com.eg.android.AlipayGphone
打开支付宝查快递 | com.taobao.taobao
打开管家清里垃圾 | com.letv.android.supermanager
清理后台 | com.letv.android.supermanager
打开QQ浏览器 | com.tencent.mtt
打开QQ | com.tencent.mobileqq
QQ音乐 | com.tencent.qqmusic
播放黄色枫叶 | com.tencent.qqmusic
打开控制中心 | com.android.settings
打开QQ空间 | com.tencent.mobileqq
打开主题应用 | com.letv.android.themestore
设置字体 | com.letv.android.themestore
英雄联盟 | com.tencent.qt.qtl
百度 | com.baidu.searchbox
北京到上海的机票 | ctrip.android.view
清理后台 | com.letv.android.supermanager
扫一扫 | com.tencent.mm
帮我打开QQ给杨雪飞发句666 | com.tencent.mobileqq
我想听歌 | com.android.music
帮我打开QQ给姚雪飞发句666 | com.tencent.mobileqq
我要看电影 | com.letv.android.client
帮我用QQ给杨雪飞发车666 | com.tencent.mobileqq
打开王者荣耀体验服 | com.tencent.tmgp.sgame
打开作家助手 | com.yuewen.authorapp
打开qqqq群 | com.tencent.mobileqq
支付宝扫一扫 | com.eg.android.AlipayGphone
支付宝付款 | com.eg.android.AlipayGphone
发微博 | com.sina.weibo
播放歌曲 | com.android.music
发微博 | com.sina.weibo
播放速度与激情 | com.letv.android.client
使用QQ音乐播放我的梦 | com.tencent.qqmusic
播放速度与激情 | com.letv.android.client
更换字体 | com.letv.android.themestore
播放QQ音乐我的梦 | com.tencent.qqmusic
设置壁纸 | com.letv.android.wallpaperonline
清理后台 | com.letv.android.supermanager
我要看电视 | com.letv.android.client
微信朋友圈 | com.tencent.mm
清理后台 | com.letv.android.supermanager
查看微信下载文件 | com.letv.android.filemanager
我要反馈速度很慢 | com.letv.android.bugreporter
我要看电视 | com.letv.android.client
我要看电视 | com.letv.android.client
我要看电视 | com.letv.android.client
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
我要听歌 | com.android.music
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
微信和媳妇视频聊天 | com.tencent.mm
打开快手 | com.smile.gifmaker
打开控制中心 | com.android.settings
打开QQ | com.tencent.mobileqq
微信朋友圈 | com.tencent.mm
支付宝二维码付款 | com.eg.android.AlipayGphone
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
嗯QQ浏览器能打开吗 | com.tencent.mtt
打开月经上班族 | com.dtspread.apps.emmenia
打开QQ音乐 | com.tencent.qqmusic
打开QQ | com.tencent.mobileqq
日出时间 | sina.mobile.tianqitongletv
打开QQ音乐播放 | com.tencent.qqmusic
打开微博 | com.sina.weibo
打开自拍 | com.android.camera2
打开淘宝搜索今日头条 | com.taobao.taobao
切换为英文 | com.android.settings
打开淘宝搜索obd | com.taobao.taobao
切换语言为英文 | com.android.settings
打开QQ | com.tencent.mobileqq
微信二维码 | com.tencent.mm
切换语言为英文 | com.android.settings
打开微信 | com.tencent.mm
我要看照片 | com.android.gallery3d
播放QQ音乐好久不见 | com.tencent.qqmusic
查看电池状况 | com.android.settings
切换搜狗输入法 | com.android.settings
打开便签 | com.letv.android.note
打开闹钟 | com.android.deskclock
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
录音 | com.letv.android.recorder
开启录音 | com.letv.android.recorder
打开音乐 | com.android.music
打开酷狗音乐 | com.kugou.android
打开高德地图 | com.autonavi.minimap
开启录音 | com.letv.android.recorder
打开小米运动 | com.xiaomi.hm.health
打开谷歌浏览器搜索谷歌 | com.android.chrome
打开相机 | com.android.camera2
拍照 | com.android.gallery3d
拍照 | com.android.gallery3d
拍照 | com.android.gallery3d
微信朋友圈 | com.tencent.mm
拍照 | com.android.gallery3d
发短信 | com.android.mms
播放音乐 | com.android.music
打开乐视体育 | com.lesports.glivesports
打开乐视体育 | com.lesports.glivesports
打开体育桌面 | com.lesports.glivesports
体育 | com.lesports.glivesports
播放本地音乐 | com.android.music
开始录音 | com.letv.android.recorder
看开始录音 | com.letv.android.recorder
帮我寄一个电话 | com.letv.android.note
帮我寄一个电话 | com.letv.android.note
查看体育新闻 | com.lesports.glivesports
查询北京到上海的火车票 | ctrip.android.view
设置字体为超大 | com.letv.android.themestore
查看体育新闻 | com.lesports.glivesports
用酷狗播放本地音乐里面的光年之外 | com.kugou.android
查看体育新闻 | com.lesports.glivesports
清理后台 | com.letv.android.supermanager
用酷狗播放本地音乐里面的光年之外 | com.kugou.android
查看NBA直播 | com.letv.android.client
用酷狗播放光年之外 | com.kugou.android
查询北京到上海的飞机票 | ctrip.android.view
打开图库 | com.android.gallery3d
开始录音 | com.letv.android.recorder
查询北京到上海的火车票 | ctrip.android.view
播放光年之外 | com.kugou.android
微信二维码付款 | com.tencent.mm
上百度 | com.baidu.searchbox
我要拍照片 | com.android.camera2
吃饭 | com.dianping.v1
打开微信 | com.tencent.mm
我爸打开浏览器 | com.android.browser
查看支付宝账单 | com.eg.android.AlipayGphone
打开携程我有鞋厂吗 | ctrip.android.view
用UC浏览器 | com.UCMobile
从应用商店中打开画板 | com.letv.app.appstore
打开乐视体育新闻页面 | com.lesports.glivesports
查一下微信 | com.tencent.mm
打开相机 | com.android.camera2
发微博 | com.sina.weibo
打开微信 | com.tencent.mm
打开遥控 | com.letv.android.remotecontrol
摇一摇 | com.tencent.mm
打开乐视视频 | com.letv.android.client
播放最近音乐 | com.android.music
微信充值话费 | com.tencent.mm
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
打开酷狗音乐 | com.kugou.android
我要看电视 | com.letv.android.client
日出时间 | sina.mobile.tianqitongletv
发微博 | com.sina.weibo
清理后台 | com.letv.android.supermanager
滴滴打车回家 | com.sdu.didi.psnger
天气预报 | sina.mobile.tianqitongletv
清理垃圾 | com.letv.android.supermanager
打开QQ音乐 | com.tencent.qqmusic
拍照 | com.android.gallery3d
拍照 | com.android.gallery3d
打开今日头条 | com.ss.android.article.news
重启手机 | com.android.settings
拍摄照片 | com.android.camera2
播放视频故障 | com.letv.android.client
打开文件管理中的馒头 | com.letv.android.filemanager
