打开QQ音乐 | QQ音乐
播放甄嬛传第五集 | 乐视视频
我要拍照片 | 相机
微信和小明视频聊天 | 微信
开始录音 | 录音机
开始录音 | 录音机
QQ | QQ
电池状况 | 设置
转到谷歌输入法 | 设置
计算器 | 计算器
播放新歌榜 | 音乐
播放原创榜 | 音乐
设置主题 | 主题商店
用微信发红包 | 微信
我的微信收藏 | 微信
打开小猿搜题 | 小猿搜题
放首王菲的红豆 | 音乐
搜索淘宝毛衣 | 手机淘宝
我要看今天的体育新闻 | 乐视体育
我要看今天的娱乐新闻 | 乐视视频
打开QQ | QQ
给18511167616发红包 | 微信
打开高德地图 | 高德地图
我要反馈速度很慢 | 问题反馈
打开酷狗音乐 | 酷狗音乐
播放电台 | 音乐
请问后天的天气怎么样 | 天气
今天有雨吗 | 天气
请问后天的天气情况 | 天气
今晚刮风吗 | 天气
我要发微博 | 新浪微博
今天气温多少度 | 天气
今天天气怎么样 | 天气
我打开联系人 | 拨号
查看天气 | 天气
给小刘发微信 | 微信
我要看照片 | 相册
微信二维码付款 | 微信
播报今天的天气预报 | 天气
微信朋友圈 | 微信
打开微信 | 微信
打开QQ | QQ
打开相机 | 相机
拍照 | 相册
播放王菲的红豆 | 乐视视频
播放王菲的红豆 | 乐视视频
放首王菲的红豆 | 音乐
播放红豆 | 乐视视频
微信 | 微信
打开微信小号 | 微信小号
打开遥控器 | 小米遥控器
打开优酷 | 优酷视频
打开遥控 | 遥控器
放一首红豆 | 音乐
打开音乐 | 音乐
打开微信 | 微信
滴滴打车去公司 | 滴滴出行
播放热歌榜 | 音乐
启动游戏中心 | 游戏中心
QQ空间 | QQ
七开始录音 | 录音机
切换到谷歌输入法 | 设置
宣化到百度输入法 | 设置
更改百度输入法 | 设置
切换搜狗输入法 | 设置
切换安卓键盘 | 应用商店
打开信息 | 信息
打开遥控器 | 小米遥控器
打开遥控器 | 小米遥控器
播放音乐 | 音乐
微信 | 微信
播放音乐再度重相逢 | 音乐
酷狗音乐播放再度重相逢 | 音乐
播放酷狗音乐 | 音乐
打开腾讯视频 | 腾讯视频
打开QQ | QQ
打开日历 | 待办事项
QQ邮箱 | QQ邮箱
打开日历 | 待办事项
打开爱奇艺 | 爱奇艺
打开微信 | 微信
打开QQ | QQ
打开QQ | QQ
播放音乐 | 音乐
微信扫一扫 | 微信
我要看照片 | 相册
打开QQ | QQ
拍摄照片 | 相机
播放电台 | 音乐
打开日历一 | 待办事项
开启时钟 | 闹钟
我要看今天的体育新闻 | 乐视体育
查看照片 | 相册
查看我的微博粉丝 | 新浪微博
查看今天下午的天气预报 | 天气
微信充值 | 微信
微信手机充值 | 微信
播播放直播视频 | 乐视视频
手机充值 | 微信
微信手机充值 | 微信
打开我的照片 | 相册
打开世界时钟 | 闹钟
打开秒表 | 闹钟
打开计时器 | 闹钟
微信手机充值 | 微信
微信手机充值 | 微信
语音通话 | 拨号
微信手机充值 | 微信
播放薛之谦的歌曲 | 音乐
播放原创音乐榜 | 音乐
播放七里香 | 音乐
微信扫一扫 | 微信
微信扫一扫 | 微信
播放新歌榜 | 音乐
播放本地音乐点播不了 | 音乐
查看天气 | 天气
应用管理 | 设置
播放热歌榜 | 音乐
启动文件管理查看视频 | 文件管理
启动文件管理查看视频 | 文件管理
启动文件管理查看视频 | 文件管理
启动文件管理查看视频 | 文件管理
微信朋友圈 | 微信
打开日历 | 待办事项
导航 | 高德导航
用QQ创建QQ群 | QQ
打开闹钟 | 闹钟
播放下一首 | 乐视视频
播放下一首哥 | 音乐
播放下一首歌曲 | 音乐
给晓明发微信朋友圈 | 微信
今天天气怎么样 | 天气
请问附近哪里有好吃的饭店 | 大众点评
关闭浏览器 | 设置
开始录音 | 录音机
打开日历 | 待办事项
换个歌来听听 | 音乐
今天天气怎么样 | 天气
给晓明发微信 | 微信
打开微信创建群 | 微信
打开微信下创建群 | 微信
打开微信小号 | 微信小号
打开乐视商城 | 乐视商城
微信扫一扫 | 微信
启动问题反馈 | 问题反馈
开启时钟 | 闹钟
设置主题 | 主题商店
设置壁纸 | 壁纸
优化手机 | 管家
清理后台 | 管家
微信扫一扫 | 微信
发文字朋友圈 | 微信
播放原创音乐榜 | 音乐
微信扫一扫 | 微信
微信二维码付款 | 微信
指南针 | 指南针
播放电台 | 音乐
播放本地视频 | 乐视视频
微信朋友圈 | 微信
打开微信二维码 | 微信
查看天气 | 天气
微信二维码付款 | 微信
播放本地音乐 | 音乐
微信扫一扫 | 微信
播放音乐 | 音乐
启动图库 | 相册
微信充值话费 | 微信
微信二维码付款 | 微信
最近播放的音乐 | 音乐
打开百度糯米 | 百度糯米商家
微信充值话费 | 微信
微信字体大小 | 微信
微信朋友圈 | 微信
启动相机 | 相机
微信拼手气红包 | 微信
打开我的照片 | 相册
播放下一个视频 | 乐视视频
百度 | 手机百度
打开手机百度 | 手机百度
看UC浏览器 | UC浏览器
打开微信 | 微信
打开UC浏览器 | UC浏览器
打开百度网页 | 手机百度
播放热歌网 | 音乐
用UC浏览器打开百度 | UC浏览器
打开百度网页 | 手机百度
打开QQ | QQ
QQ | QQ
打开百度网盘 | 百度云
帮我推荐几首歌 | 音乐
播放源播放原创音乐榜 | 音乐
播放原创音乐榜 | 音乐
播放新歌榜 | 音乐
播放热歌榜 | 音乐
今天天气怎么样 | 天气
播放等你的季节 | 音乐
微信二维码付款 | 微信
播放等你的季节 | 音乐
播放等你的季节 | 音乐
播放音乐七里香 | 音乐
播放七里香 | 音乐
打开QQ | QQ
播放七里香 | 音乐
播放辛健播放 | 乐视视频
播放新建播放列表的音乐 | 音乐
播放等你的季节 | 音乐
播放等你的季节 | 音乐
播放等你的季节 | 音乐
播放等你的季节 | 音乐
播放等你的季节 | 音乐
播放等你的季节 | 音乐
微信二维码付款 | 微信
播放等你的季节 | 音乐
播放等你的季节 | 音乐
播放等你的季节 | 音乐
播放七里香 | 音乐
播放我最进音乐 | 音乐
百度 | 手机百度
播放最近音乐 | 音乐
百度搜索 | 手机百度
QQ浏览器搜索一下 | QQ浏览器
支付宝付款 | 支付宝
播放甄嬛传第五集 | 乐视视频
播放甄嬛传第五集 | 乐视视频
发陈志到朋友圈 | 微信
播放甄嬛传第五集 | 乐视视频
播放我收藏的音乐 | 音乐
给我打开马婷琳的QQ | QQ
播放七里香 | 音乐
播放等你的季节 | 音乐
播放王菲的歌 | 音乐
播放王菲的歌曲 | 音乐
播放王菲的歌 | 音乐
播放等你的季节 | 音乐
打开QQ | QQ
打开VPN | 设置
迁移微信数据的另一部手机 | 微信
关闭百度云盘 | 设置
支付宝 | 支付宝
播放等你的季节 | 音乐
关闭百度网盘 | 设置
播放七里香 | 音乐
关闭百度网盘 | 设置
播放七里香 | 音乐
播放七里香 | 音乐
要看照片 | 相册
打开闹钟 | 闹钟
打开QQ | QQ
play | Play
退出微博 | 设置
停止微博 | 设置
停止微信 | 设置
播放新歌榜 | 音乐
播放新歌榜 | 音乐
QQ音乐播放歌曲别说 | QQ音乐
播放歌曲 | 音乐
QQ音乐播放歌曲别说 | QQ音乐
QQ音乐播放歌曲别那个照还不现在不是 | QQ音乐
关闭酷狗音乐 | 设置
停止QQ | 设置
停止微博 | 设置
停止QQ | 设置
打开QQ | QQ
停止微博 | 设置
播放音乐 | 音乐
发文字朋友圈 | 微信
打开中国象棋 | 中国象棋含残局
打开中国象棋 | 中国象棋含残局
播放新歌榜 | 音乐
打开淘宝 | 手机淘宝
打开日历 | 待办事项
设置字体 | 主题商店
停止微信 | 设置
打开QQ | QQ
播放音乐够爱 | 音乐
打开微信 | 微信
QQ添加好友 | QQ
打开管家 | 管家
打开QQ发送今天还来吗给祝章宾 | QQ
打开微信 | 微信
打开信息 | 信息
打开信息 | 信息
播放音乐 | 音乐
播放音乐风起时 | 音乐
打开乐视视频 | 乐视视频
关闭酷狗音乐 | 设置
打开QQ | QQ
给王凯发QQ信息 | QQ
给王凯发QQ在吗 | QQ
给王楷发 | QQ
打开信息 | 信息
打开支付宝 | 支付宝
微信二维码付款 | 微信
播放音乐退位爱人 | 音乐
微信收款 | 微信
打开QQ | QQ
音乐 | 音乐
微信二维码收款 | 微信
微信二维码付款 | 微信
百度 | 手机百度
播放音乐 | 音乐
播放本地语 | 乐视视频
播放本地音乐 | 音乐
播放音乐 | 音乐
关闭音乐播放器 | 设置
打开遥控器 | 小米遥控器
打开遥控 | 遥控器
图库 | 相册
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
打开相机 | 相机
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
地图 | 百度地图
打开QQ | QQ
微信朋友圈 | 微信
打开遥控 | 遥控器
打开QQ | QQ
打开网易云音乐 | 网易云音乐
打开微信 | 微信
打开图片 | 相册
便签记录7点56要洗澡 | 便签
便签 | 便签
关闭QQ浏览器 | 设置
更换桌面背景 | 主题商店
刚换壁纸 | 壁纸
更换壁纸 | 壁纸
播放怎样 | 乐视视频
关闭乐视视频 | 设置
启用乐视视频 | 乐视视频
手电筒 | 手电筒
手电筒 | 手电筒
应用管理 | 设置
打开浏览器 | 浏览器
打开QQ | QQ
打开支付宝 | 支付宝
打开支付宝软件 | 支付宝
开启支付宝 | 支付宝
打开地图 | 百度地图
打开日历 | 待办事项
搜索美图 | 美图秀秀
打开QQ浏览器 | QQ浏览器
我要听音乐 | 音乐
我要看电影 | 乐视视频
查看微信下载的文件 | 文件管理
清理手机垃圾 | 管家
打开地图 | 百度地图
导航 | 高德导航
进入直播分区 | 哔哩哔哩
天气 | 天气
天气 | 天气
打开地图 | 百度地图
我想查一下北京到西安的高铁票 | 携程旅行
我想查一下北京到西安的高铁票 | 携程旅行
给我来一首勇往直前 | 音乐
打开便签 | 便签
给我来一首红玫瑰 | 音乐
给我来一首红玫瑰 | 音乐
给我来一首红玫瑰 | 音乐
给我来一首给伟的 | 音乐
给我来一首白玫瑰 | 音乐
打开浏览器 | 浏览器
给我来一首红玫瑰 | 音乐
打开支付宝 | 支付宝
给我来一首陈奕迅的红玫瑰 | 音乐
打开支付宝 | 支付宝
打开支付宝 | 支付宝
打开全民k歌 | 全民K歌
清理手机 | 设置
清理内存 | 管家
打开管家 | 管家
听音乐 | 音乐
打开QQ | QQ
打开QQ | QQ
QQ | QQ
微信朋友圈 | 微信
打开微信朋友圈 | 微信
微信朋友圈 | 微信
小占微信红包助手 | 微信红包助手
查看天气 | 天气
微信扫一扫 | 微信
帮我打开遥控 | 遥控器
微信二维码付款 | 微信
打开遥控 | 遥控器
打开信息 | 信息
打开微博 | 新浪微博
打开QQ音乐 | QQ音乐
给王凯发QQ信息 | QQ
我要吐槽 | 问题反馈
我要报错 | 问题反馈
我要报错价你好 | 问题反馈
我要吐槽小了十元语音识别太慢 | 问题反馈
我要吐槽小了的语音识别太慢 | 问题反馈
拍摄照片 | 相机
我要吐槽小了的声音太难听了 | 问题反馈
我要吐槽 | 问题反馈
我要吐槽小了 | 问题反馈
我要听你唱ppap | 音乐
系统更新 | 系统更新
乐视商城 | 乐视商城
微信扫一扫 | 微信
播放本地音乐 | 音乐
打开微信跟姐对话 | 微信
微信字体大小 | 微信
QQ跟李汉友说话 | QQ
打开王者荣耀 | 王者荣耀
打开王者荣耀 | 王者荣耀
打开王者荣耀 | 王者荣耀
王者荣耀 | 王者荣耀
打开音乐播放器 | 音乐
我要听歌 | 音乐
音乐播放信仰 | 音乐
打开音乐 | 音乐
音乐 | 音乐
打开微信跟哥对话 | 微信
打开微信分割 | 微信
打开微信 | 微信
打开QQ | QQ
微信跟姐对话 | 微信
查看联系人 | 拨号
播放音乐 | 音乐
查看天气 | 天气
清理垃圾 | 管家
打开影视大全 | 二三四五影视大全
关闭来电闪光 | 设置
打开作业帮 | 作业帮
查看今天天气 | 天气
播放热歌榜 | 音乐
播放王菲的歌播放 | 音乐
昨天天气怎么样 | 天气
昨天气温多少度 | 天气
QQ空间签到 | QQ
QQ查看七七个人资料 | QQ
播放音乐系列相爱 | 音乐
播放歌曲七里香 | 音乐
记录一下语音好蠢 | 便签
记录一下语言好蠢 | 便签
打开金山词霸 | 金山词霸
支付宝 | 支付宝
播放音乐 | 音乐
QQ | QQ
微信 | 微信
播放音乐酒吧怪 | 音乐
播放音乐求八怪 | 音乐
QQ | QQ
微信扫一扫 | 微信
打开天气 | 天气
打开微信 | 微信
给我是没发红包 | 微信
播放原创音乐榜 | 音乐
拍照 | 相册
微信红包助手 | 微信红包助手
播放新歌榜 | 音乐
播放电台 | 音乐
打开便签 | 便签
播放电台 | 音乐
打开QQ | QQ
明天天气怎么样 | 天气
hometime | HomeTime
清理垃圾 | 管家
设置主题 | 主题商店
今天空气质量怎么样 | 天气
今天冷不冷 | 天气
播放我的本地音乐 | 音乐
放一首歌 | 音乐
酷狗音乐播放昂 | 音乐
酷狗音乐播放 | 音乐
帮我放首音乐 | 音乐
帮我播放三国恋 | 音乐
播放等你的季节 | 音乐
播放七里香 | 音乐
打开QQ音乐 | QQ音乐
QQ音乐播放歌曲七里香 | QQ音乐
这个是播放热歌榜 | 音乐
播放热歌网 | 音乐
播放甄嬛传第五集 | 乐视视频
清理后台 | 管家
打开蚂蚁花呗 | 蚂蚁聚宝
我要寄快递 | 便签
电池状况 | 设置
在淘宝上买衣服 | 手机淘宝
我要去郓城县 | 携程旅行
hometime | HomeTime
我要看电视直播 | 乐视体育
给姐发微信 | 微信
打开地图 | 百度地图
打开快手 | 快手
查看微信下载的文件 | 文件管理
设置字体 | 主题商店
图库 | 相册
给你好发短信 | 信息
乐读短信 | 信息
乐读短信 | 信息
打开QQ浏览器 | QQ浏览器
我要听歌 | 音乐
我要听歌尼玛我们 | 音乐
我要听歌爱在记忆中找你 | 音乐
播放音乐爱在记忆中找你 | 音乐
今天天气怎么样 | 天气
用QQ音乐听爱在记忆中找你 | QQ音乐
用QQ音乐听我的回忆不是我的 | QQ音乐
打开打开日历 | 待办事项
PM2点五 | 天气
用QQ音乐听 | QQ音乐
用QQ音乐听下一站天后 | QQ音乐
开QQ | QQ
用QQ音乐听 | QQ音乐
用QQ音乐听女校男生 | QQ音乐
微博 | 新浪微博
用QQ音乐听女校男生 | QQ音乐
打开虾米音乐 | 虾米音乐
用QQ音乐听女校男生 | QQ音乐
用QQ音乐听 | QQ音乐
用QQ音乐听恋爱大过天 | QQ音乐
跟王澄发红包 | 微信
跟苦情发红包 | 微信
打开QQ找到8441323 | QQ
打开我的二维码 | 二维码扫描
我想听恋人未满 | 音乐
用QQ音乐听恋人未满 | QQ音乐
用QQ音乐听she的恋人未满 | QQ音乐
用QQ音乐听我们到底怎么了 | QQ音乐
给口勤发二十元红包 | 微信
用QQ音乐听我们这是怎么了 | QQ音乐
用QQ音乐听欢子的我们这是怎么了 | QQ音乐
饿了么 | 饿了么
我要吃晚饭 | 大众点评
打开照相机 | 相机
给爸爸位置 | 微信
播放歌曲十一年 | 音乐
打开相机 | 相机
拍照 | 相册
关闭相机 | 设置
打开微信小程序 | 微信
播放七里香 | 音乐
打开天气 | 天气
打开相机拍照 | 相机
微信二维码付款 | 微信
微信二维码付款 | 微信
微信二维码付款 | 微信
打开微信 | 微信
播放本地音乐 | 音乐
微信充值话费 | 微信
支付宝二维码收款 | 支付宝
打开王者荣耀 | 王者荣耀
支付宝 | 支付宝
王者荣耀 | 王者荣耀
播放甄嬛传第五集 | 乐视视频
播放甄嬛传第五集 | 乐视视频
关闭数据流量 | 设置
播放甄嬛传第五集 | 乐视视频
王者荣耀 | 王者荣耀
淘宝搜索染发剂 | 手机淘宝
QQ | QQ
相机 | 相机
拍摄照片 | 相机
后台清理 | 管家
关闭QQ音乐 | 设置
关闭QQ音乐 | 设置
QQ音乐 | QQ音乐
清理后台 | 管家
微信黑名单 | 微信
打开快照 | 相册
支付宝付款 | 支付宝
清理垃圾 | 管家
打开UC浏览器 | UC浏览器
打开UC浏览器 | UC浏览器
关闭UC浏览器 | 设置
播放未成年 | 乐视视频
播放告白气球 | 音乐
支付宝付款 | 支付宝
播放万游营业 | 乐视视频
播放万有引力 | 音乐
打开微信 | 微信
启动相机 | 相机
关闭酷狗 | 设置
微信二维码付款 | 微信
听歌 | 音乐
拍照 | 相册
拍照 | 相册
拍照 | 相册
拍照 | 相册
打开yy | YY
微信朋友圈 | 微信
关闭虚荣 | 设置
全民TV | 全民TV
微信朋友圈 | 微信
打开微信二维码 | 微信
清理垃圾 | 管家
关闭应用宝 | 设置
打开微信 | 微信
关闭高德地图 | 设置
清理手机后台 | 管家
发文字朋友圈 | 微信
微信二维码付款 | 微信
QQ扫一扫 | QQ
微信二维码付款 | 微信
微信充值话费 | 微信
微信充值话费 | 微信
微信扫一扫 | 微信
微信扫一扫 | 微信
打开QQ红包 | QQ
播放我收藏的音乐 | 音乐
打开QQ空间 | QQ
播放最近音乐 | 音乐
微信扫一扫 | 微信
